description,target
Axis-911020012438454,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
Axis-911020012896290,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
Axis-911020027709880,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
Axis Bank 1070933 De,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
Axis Bank 1070933 Pa,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
Axis-912020010337642,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
AXIS BANK 343491 P,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
AXIS 25296106 Dep,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
AXIS 25296106 Pay,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
AXIS 5767119 Deposit,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
AXIS 5767119 Pay,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
Axis-916020015034126,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
Axis-916020015034126,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
Axis Bank-91602004-D,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
Axis Bank-91602004-P,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
Axis-9190200064980-P,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
ICICI 5000236 Main,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
ICICI 5000236 Pay,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
ICICI 000413 Deposit,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
ICICI 000413 Pay,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
ICICI 000365 Deposit,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
ICICI 000365 Pay,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
ICICI-325305000313-P,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
ICICI-320405000298�D,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
ICICI-320405000298�P,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
ICICI-320405000299�P,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
ICICI-325305000329 D,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
ICICI-325305000329 P,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
IDBI Bank-0431030000,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
IDBI-038710300000082,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
SBI 20544 Deposit,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
SBI 20544 Pay,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
SBI 556093 Deposit,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
SBI 556093 Pay,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
SBI 36192768099-Dep,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
SBI 36192767823-Dep,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
SBI 36192767584-Pay,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
SBI 36192767313-Dep,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
SBI 36192767313-Pay,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
SBI 36192766885-Dep,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
SBI 36192766647-Dep,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
SBI 36192766647-Pay,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
State Bank of India(,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
State Bank of India(,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
State Bank of India(,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
PSB-037936-Deposit,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
PSB-037936-Pay,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
Bank of Baroda -0479,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
AXIS BANK LTD - 008010200069483 - Pay,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
AXIS BANK LTD-911020047555414-Pay,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
Axis Bank-919020067139849-Pay,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
Axis Bank-919020084500987-Pay,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
State Bank of India-37559751538 Pay,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
Axis Bank-919020084500987- Main,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
Axis Bank-919020084587913- Main,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
Axis Bank-919020084500987-Deposit,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
Axis Bank-919020084587913-Deposit,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
Axis Bank - 910020038611304 - Deposit,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
Axis Bank - 910020038791730 - Deposit,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
Axis Bank - 911020034469287 - Deposit,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
State Bank of India-37621405238 Deposit,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
Icici Bank Ltd- 108705001858- Deposit,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
State Bank of India-37559744009 Deposit,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
State Bank of India-37559751538 Deposit,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
AXIS BANK LTD - 910020034114575 - Main,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
IDBI Bank - 043103000001496 - Main,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
STATE BANK OF INDIA - 33794520544 Main,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
STATE BANK OF INDIA - 33794556093 Main,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
State Bank of India(Escrow)-36192768099,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
State Bank of India(Escrow)-36192767823,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
State Bank of India(Escrow)-36192767584,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
State Bank of India(Escrow)-36192767313,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
State Bank of India(Escrow)-36192766885,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
State Bank of India(Escrow)-36192766647,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
Term Deposit - Fixed Deposits,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
Term Deposit - EMD,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
Term Deposit - Fixed Deposits-Adjustmnet,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
Yes Bank - 000681300000281 - Main,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
STATE BANK OF INDIA CC-30902941757-Main,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
STATE BANK OF INDIA CC-30902941757-Depo,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
STATE BANK OF INDIA CC-30902941757-Pay,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
SBH-52116678399-Main,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
SBH-52116678399-Pay,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
AXIS BANK LTD - 008010200027025 - Main,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
AXIS BANK LTD-008010200027025-Deposit,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
AXIS BANK LTD - 008010200046570 - Main,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
AXIS BANK LTD - 008010200046570 - Pay,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
AXIS BANK LTD - 008010200056018 - Main,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
AXIS BANK LTD-008010200056018-Deposit,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
AXIS BANK LTD - 008010200056018 - Pay,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
AXIS BANK LTD - 008010200061205 - Main,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
AXIS BANK LTD - 008010200064691 - Main,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
AXIS BANK LTD - 008010200069483 - Main,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
AXIS BANK LTD - 008010200072122 - Main,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
AXIS BANK LTD - 008010200087489 - Main,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
AXIS BANK LTD - 041010200011769 - Main,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
AXIS BANK LTD - 041010200011893 - Main,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
AXIS BANK LTD - 075010200017204 - Main,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
AXIS BANK LTD - 097010200004985 - Main,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
AXIS BANK LTD - 097010200005203 - Main,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
AXIS BANK LTD - 133010200008433 - Main,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
AXIS BANK LTD-133010200008433-Deposit,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
AXIS BANK LTD - 138010200009270 - Main,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
AXIS BANK LTD - 381010200002790 - Main,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
AXIS BANK LTD - 381010200002790 - Pay,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
AXIS BANK LTD - 559010200002660 - Main,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
AXIS BANK LTD-559010200002660-Deposit,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
AXIS BANK LTD - 559010200004572 - Main,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
AXIS BANK LTD - 910020007010682 - Main,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
AXIS BANK LTD - 910020015388890 - Main,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
AXIS BANK LTD - 910020019704339 - Main,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
AXIS BANK LTD - 910020034523209 - Main,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
AXIS BANK LTD-910020041065873-Deposit,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
AXIS BANK LTD - 910020046303002 - Main,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
AXIS BANK LTD-910020046303002-Deposit,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
AXIS BANK LTD-911020000224449-Deposit,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
AXIS BANK LTD - 911020000224449 - Pay,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
AXIS BANK LTD - 911020012438454 - Main,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
AXIS BANK LTD - 911020012896290 - Main,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
AXIS BANK LTD - 911020027709880 - Main,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
AXIS BANK LTD - 911020027711304 - Main,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
AXIS BANK LTD-911020047555414-Main,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
AXIS BANK LTD - 911020058628017 - Main,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
AXIS BANK LTD-911020061070933-Main,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
AXIS BANK LTD - 912020010337642 - Main,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
AXIS BANK Ltd 909020044343491 Main,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
AXIS BANK LIMITED 911020029756068 Main,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
AXIS BANK LIMITED 911020029756068 Pay,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
AXIS BANK LIMITED 913020025296106 Main,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
AXIS BANK LIMITED 914020005042748 Main,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
Axis Bank Ltd 915020012003519 - Deposit,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
Axis Bank Ltd 915020012003519 - Pay,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
Axis Bank Ltd. 916020015034126-Main,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
Axis Bank Ltd-916020045989025 -Main,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
HDFC Bank - 05122780000012 - Main,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
ICICI BANK LIMITED - 189705000107 - Mai,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
ICICI BANK LIMITED - 202305000009 - Mai,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
ICICI BANK LIMITED 130405000236 Main,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
ICICI BANK LIMITED 000805014270 Main,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
ICICI BANK 153205000413 Main,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
ICICI BANK 109405000365 Main,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
ICICI BANK 017605004533 Main,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
ICICI BANK - 325305000096 - Main,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
ICICI BANK - 3253050000313 - Main,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
ICICI BANK - 320405000298�- Main,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
ICICI BANK - 320405000299�- Main,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
ICICI BANK - 325305000329�- Main,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
KOTAK MAHINDRA BANK-05522560000620-Main,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
OBC-10931011001113-Main,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
State Bank of India - 30901816658 - Mai,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
State Bank of India -32375397660- Main,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
INDUSIND-200999079043-Main,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
Druk PNB Bank - 110210007696 Main,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
Bank of Baroda  29910200000479 Main,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
AXIS BANK LTD - 008010200064691 - Pay,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
AXIS BANK LTD-008010200087489-Deposit,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
AXIS BANK LTD - 008010200087489 - Pay,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
AXIS BANK LTD-919020006498004-Main,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
Axis Bank 919020008069176 Deposit,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
Axis Bank 919020008069176 Pay,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
Axis Bank 919020007384847 Deposit,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
Axis Bank 919020007384847 Pay,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
Axis Bank Ltd.919020007057370-Deposit,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
Axis Bank Ltd.919020007057370-Pay,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
HDFC Bank - 05122780000012 - Pay,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
ICICI BANK LIMITED 000805014270 Deposit,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
ICICI BANK LIMITED 000805014270 Pay,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
IDBI Bank-0387103000000824-Main,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
KOTAK MAHINDRA BANK-05522560000620-Pay,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
State Bank of India-30901816658-Deposit,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
State Bank of India - 30901816658 - Pay,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
State Bank of India-32375397660-Pay,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
INDUSIND-200999079043-Pay,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
Margin Money Deposit - BG,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
AXIS BANK LTD - 097010200005203 - Pay,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthDep-->
Investment in Liquid Funds Quoted,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_CurrAssets-->BS_Cash-->BS_ST_OthLiqRes-->
Non-Current-Assets held for Sale,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_AHFS-->BS_ST_OthLiqRes-->
Assets Held for Sale -Adjustment,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_AHFS-->BS_ST_OthLiqRes-->
Assets held for Sale,BS_GROUP-->BS_NetAssets-->BS_Assets-->BS_AHFS-->BS_ST_OthLiqRes-->
Axis Bank Ltd-008010300013563-Main,BS_GROUP-->BS_NetAssets-->BS_Liabilities-->BS_CurrLiab-->BS_ST_DebtOth-->BS_ST_LoansPay3rd-->
Axis Bank Ltd-008010300013563-Deposit,BS_GROUP-->BS_NetAssets-->BS_Liabilities-->BS_CurrLiab-->BS_ST_DebtOth-->BS_ST_LoansPay3rd-->
